Score,Tags
0,<punctuation><turning-point>
3,<memoir>
1,<fiction>
1,<editing><dialogue><narrative><quotes>
8,<readers><beta-readers>
2,<essay>
4,<novel><agent>
1,<book>
2,<technique><stakes>
1,<characters><character-development><description>
4,<style><editing>
0,<marketing><ebook><kindle><sales>
1,<technique>
5,<creative-writing><habits>
1,<short-story><non-fiction>
2,<journalism><ethics>
5,<fiction><publishing><wordcount><publisher>
1,<style><language><constructed-language>
2,<software><tools><scrivener>
1,<fiction><creative-writing><description><narrative><dictionary>
5,<description>
2,<creative-writing><nanowrimo>
1,<novel><flashback>
3,<word-choice><viewpoint>
1,<technical-writing>
4,<style><vocabulary><voice><historical-fiction>
1,<publishing>
0,<writers-block>
2,<character-development>
2,<creative-writing><technique><ideas><crime>
2,<citations><mla><quotes>
6,<style><scientific-publishing>
1,<copyright><legal><marketing><playwriting>
0,<style><structure>
2,<style><editing><punctuation>
3,<genre>
2,<fiction><style><novel>
3,<scrivener>
1,<style><editing><formatting><proofreading>
4,<fiction><creative-writing><characters><character-development><short-story>
5,<grammar><capitalization>
0,<self-publishing>
3,<style><creative-writing><storyline>
0,<fiction><style><creative-writing>
0,<translation><writer>
3,<style><technical-writing><journalism><ap-style><programming>
0,<style>
1,<plot><story><brainstorming><crime>
5,<style><constructed-language>
-1,<style><creative-writing><technique><structure><word-choice>
0,<academic-writing>
0,<fiction><creative-writing><symbolism>
5,<collaboration><authorship>
0,<viewpoint><flow>
2,<characters><character-development><viewpoint><audience>
13,<creative-writing><dialogue><screenwriting>
4,<tools>
3,<publishing><publisher>
3,<plot>
4,<style><footnotes><chicago-manual-of-style>
1,<legal>
1,<citations><mla>
1,<creative-writing><short-story>
4,<novel><pages><crime>
15,<style><technique><inspiration><voice>
0,<academic-writing>
7,<science-fiction>
6,<fiction><technique><wordcount><series><cliches>
1,<software><organization><dictionary>
0,<self-publishing><isbn>
5,<mla>
1,<technical-writing><tools><software>
1,<capitalization>
5,<fiction><creative-writing><viewpoint>
3,<citations><footnotes>
1,<style><technique>
1,<editing><narrative>
2,<fiction><viewpoint><readers><grammatical-person>
1,<technique><punctuation>
2,<publishing><novel><copyright><translation>
4,<novel><resources>
1,<plagiarism>
5,<description>
2,<citations><mla><acronyms>
0,<viewpoint>
6,<fiction><naming>
2,<description><planning>
0,<publishing>
2,<technical-writing><academic-writing><citations><research><mla>
0,<poetry><story>
13,<word-choice><translation><historical-fiction>
1,<creative-writing><short-story>
2,<technical-writing><software><tools><api-documentation>
3,<technique><description>
5,<style><creative-writing><structure><grammar>
3,<creative-writing><setting>
1,<style>
3,<characters><viewpoint><grammatical-person>
8,<editing><self-publishing>
4,<screenwriting><outline><script>
4,<fiction><characters><plot><character-development><structure>
2,<dialogue>
5,<revision>
9,<characters><plot><theme>
5,<grammar>
2,<viewpoint>
9,<novel><science-fiction>
3,<publishing><websites>
3,<discipline><habits>
3,<publishing><copyright>
-1,<fiction><creative-writing>
4,<fiction><creative-writing><technique><novel><book>
15,<fiction><mystery>
4,<resources><description>
6,<structure>
13,<creative-writing><screenwriting><writers-block>
4,<screenwriting><learning>
1,<style><character-development><story>
2,<science-fiction><tenses><novella>
3,<naming><setting>
29,<creative-writing><technique><showing-telling>
2,<word-choice><grammar>
4,<fiction><editing><series>
12,<style><technique><academic-writing>
4,<style><fantasy><description><science-fiction>
1,<fiction><dialogue><narrative><grammatical-person>
5,<fiction><dialogue><formatting>
4,<style><grammar>
1,<grammar>
6,<book>
-2,<short-story>
5,<learning>
8,<technique><dialogue>
6,<description><showing-telling>
10,<publishing><marketing><blog>
5,<email><publisher><submitting-work><synopsis>
0,<publishing><editing><academic-writing>
7,<publishing><agent><submitting-work><conventions>
11,<science-fiction><process><discipline>
3,<style><editing><word-choice>
4,<style><creative-writing><novel>
2,<word-choice>
30,<novel><process>
5,<resources><criticism><resume>
4,<style><concept><learning><speechwriting>
0,<creative-writing><metaphor>
2,<readers><letter>
4,<style><structure><blog>
16,<editing>
5,<style><novel><exposition>
2,<description>
5,<tools><story><feedback>
0,<publishing><editing><publisher>
1,<formatting><memoir>
3,<editing><authorship><memoir>
3,<self-publishing>
5,<agent><publisher><reviews><printing><beta-readers>
1,<style>
3,<introduction>
7,<copyright><publisher>
5,<formatting><memoir><voice>
1,<fiction><creative-writing>
1,<formatting><self-publishing><electronic-publishing><microsoft-word>
5,<editing><formatting><publisher><submitting-work>
0,<creative-writing><grammatical-person>
5,<fiction><plot><outline>
3,<publishing><publisher>
6,<fiction><novel><characters><character-development><romance>
7,<fiction><novel><characters><character-development><romance>
3,<character-development>
7,<dialogue><numerals>
4,<publishing><copyright>
7,<creative-writing><technique>
15,<fiction><description>
3,<naming>
6,<fiction><editing><fantasy><humor>
1,<copyright><websites>
2,<publishing>
0,<style><creative-writing><non-fiction>
7,<description><exposition>
5,<fiction><creative-writing><plot><character-development><pacing>
1,<publishing><copyright><legal>
2,<style><creative-writing>
7,<fiction><creative-writing><technique>
16,<novel><characters><plot><character-development><fantasy>
4,<characters><character-development>
4,<creative-writing><publishing>
5,<fiction><short-story><stakes>
3,<fiction><creative-writing><structure>
1,<novel><legal>
4,<creative-writing><technique>
2,<technique>
4,<fiction><creative-writing><planning><scene>
4,<fantasy><cliches>
7,<fiction><plot><fantasy><structure>
4,<copyright>
0,<copyright>
1,<characters><legal><historical>
1,<characters><book><scene><cliches>
5,<screenwriting><script><playwriting>
0,<non-fiction><research>
0,<resources><translation><constructed-language>
6,<plot><subplot>
20,<fiction><style><creative-writing><viewpoint><fan-fiction>
1,<fiction><originality>
4,<fiction><creative-writing><cliches><gender><archetypes>
10,<fiction><plot><planning>
6,<self-publishing><fantasy><erotica><sex>
1,<fiction><technique><fantasy><realism>
5,<creative-writing><style><figures-of-speech>
2,<formatting>
3,<creative-writing><fantasy><showing-telling>
5,<introduction><prologues>
3,<creative-writing><technique><word-choice><clarity>
3,<screenwriting><tropes>
3,<citations><essay>
11,<novel><legal><biography><memoir>
5,<structure><videogame>
4,<fiction><creative-writing>
1,<creative-writing><novel><plot><viewpoint>
1,<style><creative-writing>
10,<technique><plot><planning><process><subtext>
7,<technique><terminology><subtext>
9,<creative-writing><plot><structure><storyline>
3,<formatting><tools><scrivener>
19,<word-choice><description>
4,<creative-writing><characters><storyline>
1,<creative-writing><psychology-of-writing>
0,<software><scrivener>
5,<technical-writing>
0,<erotica>
0,<academic-writing>
12,<creative-writing><screenwriting><description>
6,<scrivener>
1,<fiction><creative-writing>
5,<creative-writing><non-fiction><audience>
4,<novel><editing>
0,<technique>
5,<fiction><novel><goal>
0,<science>
1,<academic-writing>
6,<character-development><research>
20,<fiction><storyline><audience><tone>
0,<creative-writing><novel><citations>
8,<planning><conflict>
3,<fiction><fantasy><medium>
2,<characters>
0,<book><reviews>
0,<fiction><genre><thriller>
1,<characters>
3,<fiction><structure>
1,<citations>
4,<editing><revision>
7,<formatting><business-writing><resume>
3,<style><formatting><capitalization>
6,<plot><structure>
1,<word-choice>
4,<citations><mla>
6,<fiction><fantasy><word-choice><story>
7,<editing>
2,<style><blog>
7,<style><creative-writing><fantasy><word-choice><language>
16,<fiction><creative-writing><plot><structure><cliches>
11,<creative-writing><fantasy>
1,<creative-writing><non-fiction><essay>
2,<style><figures-of-speech>
6,<fiction><plot><planning>
4,<characters>
2,<grammar>
3,<romance><cliches>
6,<marketing><blog><websites><sales>
9,<fantasy><naming><translation><language>
3,<scrivener>
2,<dialogue>
3,<fiction><storyline>
1,<characters><description><pov>
2,<technique><flow>
4,<scrivener><pages>
3,<fiction><theme><erotica>
2,<characters><conflict>
3,<creative-writing><plot><character-development><romance>
1,<copyright><naming><ideas><authorship>
16,<description>
0,<style><structure>
16,<fiction><creative-writing><fantasy>
2,<characters><description>
4,<technique><character-development><grammatical-person><romance>
1,<fiction><technique><novel>
0,<novel>
2,<scrivener>
0,<creative-writing><tools>
48,<world-building>
7,<dialogue><fantasy><translation><constructed-language>
3,<software>
0,<novel><character-development>
6,<fiction><creative-writing><style><novel>
5,<dialogue>
4,<characters><character-development><story><videogame>
4,<technical-writing><science>
9,<fiction><creative-writing><technique><world-building>
2,<creative-writing><plot><character-development><dramatic-writing>
3,<creative-writing><technique><dialogue><grammatical-person>
3,<career>
1,<email>
25,<prose>
4,<characters><world-building>
0,<self-publishing><legal><amazon>
4,<publishing>
4,<formatting><self-publishing>
5,<fiction><characters>
1,<academic-writing><mla>
6,<poetry><haiku>
3,<short-story><science-fiction><microsoft-word>
9,<book><poetry><pages>
1,<translation><isbn><sales><international>
2,<grammar><language><story>
1,<academic-writing><mla>
4,<citations><academic-writing><mla>
3,<creative-writing><self-publishing>
3,<fiction>
3,<copyright><poetry><money><lyrics>
3,<creative-writing><technique><novel><formatting>
5,<fiction><technique><plot><structure>
4,<software><playwriting>
4,<blog><publisher>
4,<fiction><creative-writing><prose>
6,<terminology>
3,<publishing><non-fiction><publisher><pseudonym>
5,<fiction><fantasy><naming>
5,<editing><beta-readers>
1,<quotes><writers-block>
4,<formatting><playwriting>
1,<non-fiction><criticism><beta-readers><writing-groups>
10,<publishing><language><publisher>
3,<dialogue>
4,<resources><description>
7,<copyright><websites><copywriting>
5,<publishing><children>
5,<plot><character-development><short-story><outline>
5,<novel><fantasy><conventions><horror><steampunk>
32,<publishing><marketing><readers><pseudonym>
4,<character-development>
3,<citations>
2,<creative-writing><character-development>
5,<self-publishing><resources><marketing><money>
16,<technique><fantasy><story><readers>
11,<fiction><technique><readers>
3,<fiction><genre>
7,<creative-writing><publishing>
4,<tenses>
4,<character-development>
17,<world-building>
1,<contests>
8,<publishing><email><submitting-work>
2,<style><structure><non-fiction><magazines>
1,<non-fiction><narrative><readers><audience><queries>
3,<plot><planning><storyline>
13,<process><terminology>
0,<planning>
8,<characters><goal>
1,<characters><character-development><exercises>
1,<characters><character-development><fantasy>
12,<translation><viewpoint><comics><constructed-language>
0,<fiction><creative-writing><technique><word-choice><description>
1,<planning><outline>
0,<punctuation>
3,<proofreading>
2,<novel>
5,<editing><formatting>
3,<formatting>
18,<formatting><readers>
6,<technique><software><science-fiction><research><concept>
7,<fiction><creative-writing><style><screenwriting><genre>
6,<technique><mystery>
1,<citations><copyright><legal><book>
7,<fiction><style><technique><translation>
2,<marketing><email><readers>
1,<formatting>
3,<fiction><creative-writing><dialogue><structure><description>
2,<characters><story>
1,<fiction><novel><genre><agent><queries>
5,<creative-writing><money><novella>
2,<storyline><setting>
22,<publishing><book><isbn>
0,<fiction><style><clarity>
10,<fiction><mystery><suspense>
3,<structure><time-depiction><chapters>
4,<novel><ideas><psychology-of-writing>
0,<word-choice>
10,<fiction><pseudonym>
10,<technical-writing><software-documentation>
3,<copyright><legal><book><ebook><publisher>
1,<creative-writing>
10,<fiction><style>
3,<scrivener>
2,<formatting><mla>
8,<fiction><characters><character-development>
1,<copyright><book><blog>
2,<essay><planning><ideas><writers-block><wordcount>
17,<fiction><plot><structure>
3,<fiction><creative-writing><wordcount><series><book-length>
4,<style><citations><scientific-publishing>
5,<publishing><ghostwriter>
3,<marketing><sales>
3,<fiction><creative-writing><novel><plot>
4,<fiction><fantasy><structure>
9,<dialogue><word-choice>
6,<fiction><style><plot><structure>
1,<capitalization>
3,<formatting>
3,<novel><book-length>
3,<self-publishing><marketing><sales>
4,<fiction><characters>
9,<science-fiction><research>
2,<creative-writing><characters><character-development><story>
5,<fantasy><audience>
4,<self-publishing><non-fiction><marketing>
4,<software><tools><printing><microsoft-word>
2,<citations><academic-writing><non-fiction><chicago-manual-of-style>
1,<fantasy><word-choice><plagiarism>
6,<characters><naming>
1,<characters><plot><fantasy>
8,<technical-writing><career>
8,<style><structure><word-choice><collaboration>
1,<editing><dialogue><prose>
3,<formatting><translation><multilingual><constructed-language>
2,<fiction><technique><concept>
5,<creative-writing><style><readers>
1,<style>
4,<novel><publishing><book-length><rules><chapters>
3,<novel>
0,<characters><naming>
3,<creative-writing>
6,<fiction><creative-writing><queries>
1,<naming><theme>
0,<creative-writing><pov>
68,<fiction>
7,<creative-writing><style>
3,<formatting><apa>
5,<creative-writing><novel><resources><education>
22,<novel>
0,<creative-writing><fantasy><titles><young-adult>
1,<titles>
6,<publishing><book>
5,<creative-writing><style><technique>
0,<titles>
8,<style><technique>
7,<fiction><characters><character-development>
6,<style><publishing><structure><historical><conventions>
8,<fiction><plot><subplot>
5,<screenwriting><ending><comedy>
3,<fiction><character-development>
13,<plot>
7,<word-choice><queries>
11,<fiction><legal>
6,<isbn>
1,<fiction><character-development>
4,<characters><description>
2,<creative-writing><magazines>
3,<characters>
5,<self-publishing>
5,<characters><dialogue><character-development><multilingual>
7,<characters><dialogue><translation><flow><multilingual>
4,<legal>
2,<formatting>
5,<editing><structure><word-choice>
5,<fiction><creative-writing><naming>
3,<plot>
1,<essay>
1,<creative-writing><novel><science-fiction><story>
6,<screenwriting><clarity><conventions>
5,<fiction><creative-writing><fantasy><language>
5,<fiction><creative-writing>
2,<fiction><creative-writing>
3,<essay>
4,<creative-writing><fantasy>
3,<fantasy><word-choice>
19,<vocabulary>
2,<characters><character-development><planning>
2,<dialogue>
3,<style><technique><non-fiction><biography>
1,<editing><academic-writing><submitting-work><proofreading>
3,<copyright><artwork>
1,<technical-writing><scientific-publishing>
6,<publishing><editing>
5,<fiction><characters><character-development><fantasy>
0,<software><quotes>
3,<ideas>
12,<writers-block>
1,<characters><motivation>
1,<ghostwriter>
3,<reviews>
6,<characters><plot><science-fiction><setting><concept>
1,<creative-writing><software><process>
7,<creative-writing><short-story>
3,<fiction><description><viewpoint><grammar><passive-voice>
1,<novel><science-fiction>
0,<characters><description><viewpoint><showing-telling><pov>
17,<creative-writing><first-draft>
0,<rules><hero>
3,<narrator>
1,<academic-writing><mla>
1,<fantasy>
2,<style><technique><originality>
5,<fiction><creative-writing><novel>
6,<dialogue>
2,<copyright><lyrics><trademark>
7,<creative-writing><fiction><description>
1,<novel>
1,<viewpoint><narrative><perspective><narrator>
1,<publishing><children><education>
1,<style><novel>
5,<planning>
4,<publishing><short-story>
5,<creative-writing><technique><plot><romance>
2,<pages><print-on-demand>
-1,<citations><mla><websites>
28,<quotes>
1,<fiction><creative-writing><technique>
2,<publishing><self-publishing><marketing>
6,<fiction><chapters>
6,<creative-writing><character-development><fantasy>
0,<book><originality>
4,<publishing><citations><chicago-manual-of-style>
1,<academic-writing><process>
5,<chapters>
1,<fiction><character-development><conflict>
2,<creative-writing><structure><scene><flow>
1,<creative-writing><plot>
0,<dialogue><mla>
3,<fiction><creative-writing><dialogue>
0,<fiction><flashback>
0,<cliches>
3,<self-publishing><isbn>
3,<copyright>
0,<style><technique><structure>
4,<creative-writing><readers>
36,<fiction><gender><pov><ambiguity>
3,<characters><character-development><conflict><plot>
0,<creative-writing><grammar>
1,<formatting>
0,<creative-writing><education><getting-started>
8,<fiction><creative-writing>
5,<structure><storyline><narrative><subplot>
6,<viewpoint><narrative><grammatical-person>
0,<style><book><reviews><criticism>
10,<pov><gender>
0,<letter>
7,<creative-writing><style>
5,<fiction><dialogue><short-story>
4,<fantasy><naming>
4,<titles><sales>
4,<novel>
5,<citations><mla>
4,<storyline><setting>
2,<characters><plot><fantasy>
4,<terminology><typing>
0,<fiction><creative-writing><novel>
1,<fantasy>
5,<publishing><non-fiction><agent>
4,<novel><readers><audience>
9,<creative-writing><flashback>
3,<planning><subplot>
5,<novel><storyline><subplot>
7,<citations><mla>
0,<viewpoint><story><pov>
5,<publishing><technical-writing><organization>
2,<children><book-length>
2,<fantasy>
-1,<fan-fiction>
4,<character-development><antagonist>
6,<editing><first-draft><feedback>
1,<self-publishing><book>
1,<style><narrative><third-person>
5,<academic-writing><citations><vancouver-system>
1,<world-building>
3,<structure><theme>
1,<character-development>
2,<technique><academic-writing><citations><software><tools>
11,<fiction><editing>
7,<fiction><technique>
3,<software><tools><revision><version-control>
1,<fiction><novel><copyright><legal>
5,<fantasy><planning><science-fiction><brainstorming>
3,<citations><mla><lyrics>
2,<planning><ideas><fan-fiction>
-1,<mystery>
1,<copyright>
1,<character-development><antagonist>
1,<fiction>
2,<novel><plot>
4,<creative-writing>
5,<creative-writing>
-1,<world-building><writers-block>
2,<discipline>
23,<process><outline><first-draft><psychology-of-writing><3-acts>
1,<formatting><academic-writing>
5,<fiction>
5,<novel><playwriting>
1,<publishing><non-fiction>
0,<description>
8,<characters><naming>
0,<character-development><education><exercises>
7,<style><technique><word-choice>
4,<novel><character-development><conflict>
5,<technique><character-development><readers><protagonist><steampunk>
1,<world-building>
4,<publishing>
3,<self-publishing><translation>
3,<creative-writing><plot>
6,<character-development><description>
14,<fiction><creative-writing><novel><characters>
0,<creative-writing><novel><character-development><fantasy><writers-block>
4,<characters><character-development><legal>
2,<novel><plot><conflict>
5,<blog><ideas>
4,<fiction><novel>
4,<characters><hero>
4,<formatting><academic-writing>
2,<fiction><non-fiction><book><getting-started><crime>
0,<plot>
3,<genre><readers>
6,<writers-block><process><psychology-of-writing>
0,<discipline>
1,<scrivener>
1,<creative-writing><fantasy>
1,<fiction><novel><young-adult>
5,<fiction><creative-writing>
0,<creative-writing>
1,<creative-writing><non-fiction><grammatical-person>
2,<poetry>
1,<technique><brainstorming>
3,<creative-writing><introduction>
4,<characters><character-development><grammatical-person><narrator>
0,<publishing>
0,<creative-writing><technique>
4,<fiction><publishing><non-fiction>
0,<creative-writing><publishing>
1,<fiction>
1,<structure><ideas>
3,<style>
1,<characters><planning><romance>
1,<creative-writing><technique>
4,<publishing><copyright><translation>
3,<language>
26,<publishing>
1,<fiction>
1,<character-development>
-3,<fiction><creative-writing><technique>
0,<fiction><creative-writing><technique><pov>
2,<grammar><tenses>
0,<writers-block>
0,<creative-writing>
5,<publishing><editing><copyright><money>
4,<plot><planning><conflict>
3,<plot><structure>
3,<creative-writing><structure>
8,<journalism>
5,<fiction><dramatic-writing>
1,<technical-writing><collaboration><authorship><writing-groups>
4,<editing><citations><copyright><plagiarism>
0,<creative-writing><genre>
1,<characters><plot><showing-telling>
1,<fiction><characters><structure><viewpoint>
4,<fiction><plot><character-development>
4,<style><screenwriting><theme>
3,<creative-writing><novel><viewpoint><pov>
1,<fiction><technique><non-fiction>
3,<journalism>
0,<creative-writing>
0,<creative-writing>
0,<viewpoint>
0,<letter>
2,<grammatical-person>
3,<novel><character-development><plot><conflict>
1,<copyright><trademark>
5,<characters><naming><narrative><narrator>
3,<creative-writing><word-choice>
1,<plot>
-2,<publishing><marketing><reviews><amazon>
16,<fiction><creative-writing>
2,<tenses><third-person>
21,<science-fiction>
0,<fiction><creative-writing><chapters>
3,<formatting><business-writing>
2,<editing><handwriting>
1,<fiction><characters>
3,<blog>
0,<fiction><novel><characters>
6,<fiction><technique><naming><symbolism>
5,<creative-writing><style><dialogue>
1,<publishing><self-publishing><marketing>
3,<screenwriting>
1,<publishing><short-story>
2,<publishing><self-publishing><ebook>
5,<novel><science-fiction>
9,<dialogue><screenwriting>
0,<typing>
2,<novel>
3,<novel><structure>
3,<characters><character-development><script><scriptwriting>
4,<videogame>
10,<characters><character-development><subplot><plot>
5,<fiction><publishing>
2,<editing><word-choice>
1,<novel>
3,<character-development>
4,<citations><footnotes>
1,<short-story><wordcount>
43,<marketing><revision>
6,<word-choice>
5,<creative-writing><style><dialogue>
2,<fantasy><description><narrator>
3,<copyright><videogame><contracts>
0,<novel><language>
-2,<characters><dialogue><screenwriting>
2,<fiction><structure>
1,<fantasy><exposition>
3,<poetry><websites><reviews>
10,<technique>
5,<self-publishing><naming>
4,<fantasy>
3,<publishing><self-publishing>
5,<fiction><character-development>
4,<creative-writing><characters><character-development>
3,<publishing><copyright><self-publishing><legal>
7,<self-publishing><legal><planning><printing><fan-fiction>
3,<resume>
7,<fantasy><storyline><cliches><archetypes>
1,<api-documentation><headlines>
4,<self-publishing><book><children>
2,<resources>
14,<characters>
2,<academic-writing>
1,<marketing><revision>
2,<publishing><non-fiction>
7,<fiction><world-building><readers>
3,<novel><antagonist>
2,<creative-writing><style>
7,<plot><character-development><motivation><antagonist><nanowrimo>
6,<publishing><short-story><translation>
8,<criticism><beta-readers>
4,<dialogue><language>
4,<plot><structure><storyline><text-analysis>
7,<fiction><creative-writing><style>
0,<novel><brainstorming>
0,<rhythm><phrasing>
5,<rhythm>
2,<style><formatting>
2,<style>
5,<fiction><creative-writing><style>
1,<editing>
2,<creative-writing><characters><character-development><planning><setting>
2,<style>
5,<fiction><short-story><inspiration>
6,<characters><showing-telling>
0,<publishing><copyright><self-publishing><blog><plagiarism>
3,<academic-writing><tools>
2,<viewpoint>
0,<writers-block>
7,<publishing><electronic-publishing>
3,<style>
3,<fiction><character-development>
-1,<creative-writing>
3,<fiction><technique><naming>
3,<discipline>
26,<fiction><technique>
2,<creative-writing><tenses>
1,<non-fiction><scrivener>
5,<characters>
4,<dialogue><word-choice>
3,<copyright><plagiarism>
4,<process><rhythm>
6,<creative-writing><time-management>
1,<novel><planning>
7,<fiction>
4,<creative-writing><technique><narrative>
3,<style><naming>
2,<creative-writing>
3,<fiction><creative-writing><style>
10,<style><technical-writing><acronyms>
3,<fiction>
1,<publishing><screenwriting>
0,<creative-writing>
9,<fiction><novel><characters><character-development>
1,<copyright>
2,<fiction><creative-writing>
-1,<character-development>
3,<creative-writing><characters>
0,<fiction><creative-writing>
3,<voice>
2,<academic-writing><copyright>
1,<fiction><description><narrative>
1,<publishing><resources>
3,<style><technique><learning>
-4,<creative-writing><readers>
4,<screenwriting>
2,<plot><structure><clarity><subplot>
1,<dialogue><humor>
1,<novel><showing-telling>
0,<publishing><formatting>
1,<publishing><copyright>
-2,<creative-writing><romance>
1,<fiction><creative-writing><technique>
4,<resources>
5,<storyline><time-depiction>
5,<novel><synopsis>
2,<revision><first-draft>
4,<style><technical-writing>
11,<character-development>
-1,<fiction>
0,<technique><plot><storyline><story>
2,<publishing><agent>
-2,<marketing><genre>
7,<fiction><creative-writing>
4,<characters>
2,<novel><fantasy><showing-telling>
2,<scrivener>
3,<novel><language>
2,<publishing>
7,<style>
4,<formatting><citations>
7,<creative-writing>
5,<tenses>
3,<non-fiction>
5,<style><non-fiction><essay>
8,<technique><plot><character-development><planning><pacing>
2,<creative-writing>
3,<viewpoint><narrative><narrator><voice>
45,<poetry><genre>
8,<science-fiction><marketing><authorship><pseudonym>
2,<copyright>
1,<libel>
3,<publishing>
1,<style><editing><voice>
5,<titles>
0,<creative-writing>
1,<planning><research>
1,<wordcount>
1,<screenwriting>
3,<marketing><blog>
3,<journalism><jobs>
2,<copyright><self-publishing>
2,<novel><punctuation>
13,<fiction><style><technique>
6,<fiction><historical>
1,<novel><blog>
4,<legal><planning><ebook><pseudonym>
2,<characters><plot><fantasy><antagonist>
17,<novel><structure><planning><series><book-length>
7,<publishing><series>
7,<editing><quotes><plagiarism>
4,<publishing><science-fiction><novella>
3,<technical-writing><software><tools>
1,<copyright><book>
13,<style><characters><character-development><word-choice>
3,<characters><realism>
0,<technical-writing><formatting>
1,<fiction><screenwriting>
3,<publishing><copyright>
0,<terminology>
4,<publishing>
33,<publishing><editing>
2,<style><novel><series>
3,<wordcount>
3,<style><essay><prose>
9,<characters><character-development>
3,<publishing><quotes>
2,<viewpoint>
2,<characters>
3,<fiction><creative-writing><style>
6,<fiction><creative-writing><style>
2,<fiction>
2,<marketing><blog><reviews><audience>
3,<libel>
5,<novel><formatting><microsoft-word>
21,<style><novel>
1,<characters><description><voice>
3,<academic-writing><resources><research><footnotes><chicago-manual-of-style>
0,<resources><research><footnotes><chicago-manual-of-style>
2,<fiction><character-development>
1,<tools><translation>
0,<fantasy><language>
2,<creative-writing><sentence-structure>
2,<essay><punctuation><sentence-structure>
2,<self-publishing><ebook><money><kindle><amazon>
5,<fiction><characters><dialogue><fantasy>
2,<publishing><self-publishing><ebook>
2,<creative-writing><technique><editing><process>
3,<word-choice>
2,<novel><research>
24,<novel>
2,<conflict>
1,<setting>
3,<fiction><technique><writers-block><process>
3,<technical-writing><scientific-publishing><passive-voice>
4,<style>
0,<citations><plagiarism><chicago-manual-of-style>
4,<non-fiction><science><beta-readers>
4,<academic-writing><data>
0,<citations><plagiarism><scientific-publishing><chicago-manual-of-style><notes>
3,<dialogue>
14,<marketing><authorship><pseudonym><artwork>
4,<technique><non-fiction>
0,<poetry><grammar><clarity>
0,<ebook>
1,<naming>
1,<formatting><screenwriting><script>
10,<story><morality>
-1,<fiction><novel><characters><fantasy>
4,<creative-writing><horror><theme>
3,<copyright><publisher><trademark>
0,<novel><time-depiction>
2,<writing-groups><psychology-of-writing><first-time-author>
1,<publishing><short-story>
4,<plot><character-development><storyline>
5,<sentence-structure>
1,<haiku>
5,<legal>
0,<copyright><legal>
3,<creative-writing><characters>
2,<fiction><creative-writing>
1,<software><tools>
4,<planning><science-fiction>
0,<editing>
2,<creative-writing><setting><theme>
2,<creative-writing><dialogue>
2,<copyright><plagiarism>
2,<copyright><legal>
2,<print-on-demand>
1,<publishing><non-fiction>
4,<fiction><characters><character-development>
4,<citations>
2,<style><vocabulary>
7,<fiction><creative-writing>
2,<publishing><copyright><self-publishing>
2,<naming>
10,<creative-writing><writers-block>
2,<viewpoint><narrative><narrator><pov>
4,<fiction><novel><fantasy><ideas><brainstorming>
0,<fiction><style><novel><technique><description>
10,<novel>
0,<world-building><audience>
6,<style><novel><language><sales>
3,<plot><writers-block>
28,<publishing><self-publishing>
1,<publishing><publisher>
3,<creative-writing><novel><characters>
1,<word-choice>
8,<style><novel>
4,<perspective>
10,<creative-writing><style><short-story>
2,<plays>
26,<publishing><non-fiction><book><pages><indexing>
1,<self-publishing>
8,<fiction><style><technique><biography><self-preservation>
1,<creative-writing>
2,<poetry><haiku>
1,<publishing><poetry>
18,<storyline><world-building><setting>
28,<style><grammar>
2,<creative-writing><style><editing>
6,<publishing><agent>
2,<publishing><self-publishing><publisher>
1,<agent>
5,<technique><translation>
2,<publishing><food-writing>
1,<translation><tenses><letter>
8,<characters>
5,<fiction><tropes><deus-ex-machina>
1,<creative-writing>
2,<creative-writing><characters>
-5,<creative-writing><technique><characters><tropes>
3,<fiction><creative-writing><novel><fantasy>
2,<fiction>
4,<formatting>
4,<marketing><genre><erotica>
2,<discipline>
-1,<word-choice>
2,<creative-writing><style>
3,<style><short-story>
7,<self-publishing><short-story><amazon>
9,<tropes>
46,<publishing><novel><editing><fantasy><science-fiction>
9,<creative-writing><characters><antagonist>
4,<software><tools><graphics>
-2,<creative-writing><tropes>
3,<characters><plot><series><pov><goal>
1,<fiction><novel><plot>
7,<style>
4,<creative-writing><technique>
3,<characters>
10,<creative-writing><blog><readers><exercises><feedback>
0,<novel>
-6,<non-fiction>
3,<readers><writer>
5,<fiction><characters><process>
2,<citations><apa>
9,<characters><screenwriting>
7,<copyright>
2,<novel><legal>
18,<characters><readers><protagonist>
2,<technique><technical-writing><word-choice>
1,<screenwriting>
6,<publishing><character-development><legal>
2,<non-fiction>
6,<publishing><copyright><legal><fan-fiction>
1,<novel><description>
2,<publishing><copyright><translation><blog><authorship>
1,<screenwriting>
0,<book><poetry>
1,<creative-writing>
5,<characters><character-development>
4,<plot><pov><climax>
4,<novel><editing>
2,<publishing><novel><wordcount><novella>
1,<dialogue><voice>
20,<character-development><fantasy><young-adult><protagonist>
9,<creative-writing><writers-block>
1,<fiction><style>
3,<fiction><novel>
6,<fiction><creative-writing>
8,<creative-writing><fantasy><short-story><science-fiction>
1,<legal>
5,<style><technique><structure>
3,<citations><footnotes><memoir>
0,<tenses><agent><publisher>
1,<screenwriting><punctuation>
4,<dialogue>
0,<dialogue><screenwriting>
7,<publishing><submitting-work><magazines><contracts>
8,<fiction><subplot><conflict>
1,<copyright>
17,<creative-writing><novel>
1,<copyright>
1,<character-development><short-story>
0,<biography>
0,<characters>
9,<technical-writing><glossaries>
